# scenario_id: 20
# description: Forward fall when trying to sit down
# age: 32
# height_m: 1.75
# sex: male
# weight_kg: 80.0
t,ax,ay,az,gx,gy,gz,pelvis_z,pelvis_vx,impact_n,accel_mag,fall
5.58,-0.05707,7.50915,-6.35903,0.4286,0.21463,0.10815,0.67974,-0.0161,0.0,9.84012,0
5.59,0.00156,7.52757,-6.29418,0.41099,0.22023,0.13393,0.68001,-0.01042,0.0,9.81228,0
5.6,0.0602,7.54598,-6.22932,0.39339,0.22583,0.1597,0.68027,-0.00473,0.0,9.78519,0
5.61,0.06345,7.57004,-6.11899,0.36803,0.23418,0.18089,0.68031,-0.00398,0.0,9.73404,0
5.62,0.0667,7.5941,-6.00866,0.34266,0.24253,0.20208,0.68036,-0.00322,0.0,9.68394,0
5.63,0.06996,7.61816,-5.89832,0.3173,0.25087,0.22327,0.6804,-0.00247,0.0,9.63491,0
5.64,0.07637,7.64067,-5.78968,0.28686,0.25663,0.2399,0.6802,-0.00333,0.0,9.58677,0
5.65,0.08435,7.66241,-5.68189,0.25388,0.26109,0.25426,0.67989,-0.00499,0.0,9.53957,0
5.66,0.09233,7.68414,-5.5741,0.22089,0.26555,0.26862,0.67957,-0.00666,0.0,9.49343,0
5.67,0.10397,7.70308,-5.4857,0.19016,0.26671,0.28022,0.67915,-0.00914,0.0,9.45734,0
5.68,0.1229,7.71642,-5.4361,0.16393,0.26126,0.28631,0.67854,-0.01326,0.0,9.43978,0
5.69,0.14183,7.72976,-5.3865,0.1377,0.25582,0.2924,0.67793,-0.01739,0.0,9.42251,0
5.7,0.16077,7.7431,-5.3369,0.11148,0.25037,0.29849,0.67731,-0.02151,0.0,9.40552,0
5.71,0.19231,7.74247,-5.33742,0.08597,0.24692,0.30204,0.67662,-0.01914,0.0,9.40589,0
5.72,0.22385,7.74184,-5.33793,0.06046,0.24347,0.3056,0.67593,-0.01677,0.0,9.40637,0
5.73,0.2554,7.74121,-5.33845,0.03495,0.24003,0.30915,0.67524,-0.0144,0.0,9.40695,0
5.74,0.26692,7.78443,-5.33787,0.00587,0.2354,0.30796,0.6745,-0.01447,0.0,9.44253,0
5.75,0.26843,7.84957,-5.33675,-0.025,0.23019,0.30438,0.67374,-0.01576,0.0,9.49572,0
5.76,0.26995,7.91471,-5.33562,-0.05587,0.22499,0.3008,0.67298,-0.01705,0.0,9.54905,0
5.77,0.26687,7.98592,-5.31929,-0.08878,0.21852,0.29224,0.67212,-0.01849,0.0,9.59901,0
5.78,0.25462,8.06927,-5.27255,-0.12577,0.20954,0.27371,0.67107,-0.02027,0.0,9.64249,0
5.79,0.24237,8.15261,-5.22581,-0.16276,0.20056,0.25518,0.67002,-0.02204,0.0,9.68674,0
5.8,0.23011,8.23596,-5.17907,-0.19975,0.19159,0.23665,0.66897,-0.02382,0.0,9.73174,0
5.81,0.216,8.26766,-5.10696,-0.23944,0.1836,0.21107,0.66756,-0.0256,0.0,9.72018,0
5.82,0.20188,8.29935,-5.03486,-0.27912,0.17562,0.18549,0.66615,-0.02739,0.0,9.70927,0
5.83,0.18776,8.33105,-4.96275,-0.31881,0.16764,0.1599,0.66475,-0.02918,0.0,9.699,0
5.84,0.1906,8.33204,-4.90505,-0.35739,0.16258,0.14191,0.66319,-0.02749,0.0,9.67051,0
5.85,0.20191,8.31768,-4.85455,-0.39543,0.15897,0.12771,0.66155,-0.02407,0.0,9.63282,0
5.86,0.21322,8.30332,-4.80404,-0.43346,0.15536,0.11351,0.65991,-0.02065,0.0,9.59528,0
5.87,0.22251,8.29906,-4.75763,-0.46963,0.15555,0.10165,0.65823,-0.01672,0.0,9.56865,0
5.88,0.22775,8.31501,-4.7194,-0.50209,0.16332,0.0945,0.65646,-0.0118,0.0,9.56368,0
5.89,0.23299,8.33095,-4.68117,-0.53454,0.17109,0.08735,0.6547,-0.00688,0.0,9.55889,0
5.9,0.23824,8.3469,-4.64295,-0.56699,0.17886,0.08019,0.65293,-0.00196,0.0,9.55429,0
5.91,0.23865,8.37528,-4.61877,-0.5935,0.19204,0.08237,0.6511,-0.00143,0.0,9.56741,0
5.92,0.23907,8.40367,-4.5946,-0.62001,0.20522,0.08455,0.64926,-0.00091,0.0,9.58067,0
5.93,0.23949,8.43205,-4.57043,-0.64653,0.2184,0.08673,0.64742,-0.00038,0.0,9.59405,0
5.94,0.22816,8.4574,-4.5538,-0.66471,0.22729,0.08805,0.64561,-0.00344,0.0,9.60817,0
5.95,0.21096,8.48124,-4.54094,-0.67873,0.23405,0.08895,0.64382,-0.00829,0.0,9.62268,0
5.96,0.19375,8.50507,-4.52808,-0.69275,0.2408,0.08984,0.64203,-0.01315,0.0,9.63728,0
5.97,0.18498,8.52502,-4.52332,-0.70484,0.24449,0.08917,0.64031,-0.01803,0.0,9.65249,0
5.98,0.19308,8.5372,-4.53473,-0.71307,0.24204,0.08537,0.63875,-0.02296,0.0,9.66875,0
5.99,0.20118,8.54938,-4.54615,-0.72131,0.23959,0.08156,0.63718,-0.0279,0.0,9.68503,0
6.0,0.20927,8.56156,-4.55756,-0.72954,0.23714,0.07776,0.63561,-0.03283,0.0,9.70132,0
6.01,0.23292,8.56391,-4.58266,-0.73193,0.22803,0.06856,0.63446,-0.03495,0.0,9.71574,0
6.02,0.25657,8.56626,-4.60776,-0.73433,0.21892,0.05937,0.63331,-0.03707,0.0,9.73027,0
6.03,0.28022,8.56861,-4.63286,-0.73672,0.2098,0.05017,0.63216,-0.0392,0.0,9.7449,0
6.04,0.30715,8.57176,-4.65369,-0.73892,0.20025,0.04248,0.63136,-0.03997,0.0,9.75839,0
6.05,0.33574,8.57531,-4.67237,-0.74102,0.19049,0.03554,0.63074,-0.04006,0.0,9.77137,0
6.06,0.36432,8.57886,-4.69106,-0.74312,0.18073,0.0286,0.63013,-0.04016,0.0,9.78446,0
6.07,0.3842,8.58203,-4.69502,-0.74256,0.16992,0.02296,0.62967,-0.04054,0.0,9.78989,0
6.08,0.3867,8.58443,-4.66952,-0.73668,0.15705,0.01991,0.62955,-0.04148,0.0,9.7799,0
6.09,0.38919,8.58683,-4.64402,-0.7308,0.14417,0.01686,0.62942,-0.04242,0.0,9.76996,0
6.1,0.39169,8.58924,-4.61852,-0.72492,0.13129,0.01381,0.6293,-0.04336,0.0,9.76008,0
6.11,0.3986,8.631,-4.56316,-0.70909,0.11879,0.01086,0.62956,-0.04354,0.0,9.77116,0
6.12,0.40552,8.67277,-4.5078,-0.69326,0.10629,0.00791,0.62982,-0.04373,0.0,9.78272,0
6.13,0.41243,8.71454,-4.45243,-0.67743,0.09379,0.00496,0.63008,-0.04391,0.0,9.79477,0
6.14,0.45917,8.77631,-4.40093,-0.65539,0.08151,0.00413,0.63056,-0.04126,0.0,9.82866,0
6.15,0.52583,8.84807,-4.35134,-0.63026,0.06936,0.00435,0.63115,-0.0372,0.0,9.87416,0
6.16,0.59249,8.91984,-4.30176,-0.60512,0.0572,0.00458,0.63174,-0.03314,0.0,9.92067,0
6.17,0.65188,8.98954,-4.24968,-0.57838,0.04568,0.00442,0.63242,-0.02854,0.0,9.96476,0
6.18,0.69672,9.05511,-4.19258,-0.5484,0.03543,0.00349,0.6333,-0.02286,0.0,10.00291,0
6.19,0.74156,9.12069,-4.13548,-0.51842,0.02517,0.00256,0.63417,-0.01718,0.0,10.04187,0
6.2,0.78639,9.18627,-4.07838,-0.48844,0.01492,0.00163,0.63504,-0.0115,0.0,10.08163,0
6.21,0.78708,9.24667,-4.02103,-0.45385,0.01208,0.0018,0.63612,-0.00785,0.0,10.11381,0
6.22,0.78778,9.30707,-3.96367,-0.41927,0.00924,0.00197,0.63719,-0.00421,0.0,10.14657,0
6.23,0.78847,9.36747,-3.90632,-0.38468,0.00639,0.00213,0.63827,-0.00057,0.0,10.17991,0
6.24,0.76508,9.41769,-3.82523,-0.35403,0.00649,0.00147,0.63937,0.00068,0.0,10.19365,0
6.25,0.72966,9.4628,-3.73227,-0.32534,0.00807,0.00038,0.64048,0.00072,0.0,10.19837,0
6.26,0.69423,9.50792,-3.63931,-0.29666,0.00964,-0.00071,0.64159,0.00076,0.0,10.20427,0
6.27,0.65624,9.54705,-3.53931,-0.26991,0.01195,-0.00234,0.64264,-1e-05,0.0,10.20312,0
6.28,0.6131,9.57423,-3.42521,-0.24705,0.01574,-0.00505,0.64357,-0.0024,0.0,10.18695,0
6.29,0.56997,9.60141,-3.31112,-0.2242,0.01953,-0.00776,0.6445,-0.00479,0.0,10.17228,0
6.3,0.52683,9.62858,-3.19702,-0.20134,0.02332,-0.01047,0.64543,-0.00718,0.0,10.15914,0
6.31,0.49453,9.62361,-3.06725,-0.18669,0.02576,-0.01497,0.646,-0.0103,0.0,10.11269,0
6.32,0.46224,9.61863,-2.93748,-0.17204,0.02821,-0.01947,0.64657,-0.01343,0.0,10.0678,0
6.33,0.42994,9.61366,-2.80771,-0.1574,0.03066,-0.02397,0.64714,-0.01655,0.0,10.0245,0
6.34,0.41531,9.60388,-2.69409,-0.14406,0.03152,-0.02402,0.64743,-0.0192,0.0,9.98324,0
6.35,0.40952,9.5917,-2.58854,-0.13138,0.0316,-0.02185,0.64757,-0.02162,0.0,9.94329,0
6.36,0.40373,9.57952,-2.48299,-0.1187,0.03167,-0.01968,0.64772,-0.02404,0.0,9.90431,0
6.37,0.40687,9.56856,-2.39876,-0.10596,0.03058,-0.01893,0.64773,-0.02577,0.0,9.87304,0
6.38,0.42787,9.56002,-2.35717,-0.09309,0.02719,-0.02103,0.64749,-0.02613,0.0,9.85562,0
6.39,0.44887,9.55148,-2.31557,-0.08022,0.02379,-0.02312,0.64724,-0.02649,0.0,9.8384,0
6.4,0.46987,9.54295,-2.27398,-0.06736,0.0204,-0.02522,0.647,-0.02685,0.0,9.82138,0
6.41,0.48793,9.55515,-2.24238,-0.05686,0.01757,-0.0255,0.64645,-0.02676,0.0,9.82686,0
6.42,0.50598,9.56736,-2.21078,-0.04637,0.01475,-0.02579,0.6459,-0.02666,0.0,9.83249,0
6.43,0.52403,9.57956,-2.17918,-0.03587,0.01193,-0.02607,0.64535,-0.02657,0.0,9.83827,0
6.44,0.53626,9.58215,-2.17063,-0.02593,0.00768,-0.02844,0.64465,-0.02642,0.0,9.83956,0
6.45,0.54557,9.57994,-2.1736,-0.01627,0.00271,-0.03185,0.64388,-0.02625,0.0,9.83857,0
6.46,0.55488,9.57772,-2.17657,-0.00661,-0.00226,-0.03526,0.64311,-0.02607,0.0,9.83759,0
6.47,0.55828,9.57431,-2.18602,0.0025,-0.00658,-0.03807,0.64229,-0.02582,0.0,9.83655,0
6.48,0.54985,9.5685,-2.20845,0.01049,-0.00958,-0.03967,0.64136,-0.02542,0.0,9.83543,0
6.49,0.54143,9.56268,-2.23088,0.01849,-0.01258,-0.04128,0.64043,-0.02501,0.0,9.83437,0
6.5,0.53301,9.55687,-2.2533,0.02649,-0.01558,-0.04289,0.63949,-0.02461,0.0,9.83338,0
6.51,0.54174,9.54039,-2.2823,0.03615,-0.01849,-0.04479,0.63845,-0.02399,0.0,9.82453,0
6.52,0.55048,9.5239,-2.31129,0.04581,-0.02139,-0.0467,0.63741,-0.02337,0.0,9.81579,0
6.53,0.55922,9.50742,-2.34029,0.05547,-0.0243,-0.0486,0.63636,-0.02275,0.0,9.80717,0
6.54,0.56497,9.49392,-2.3681,0.06275,-0.02589,-0.04817,0.63527,-0.02225,0.0,9.8011,0
6.55,0.56922,9.48192,-2.39532,0.06882,-0.02683,-0.04659,0.63415,-0.02182,0.0,9.79634,0
6.56,0.57348,9.46992,-2.42255,0.0749,-0.02778,-0.045,0.63303,-0.02139,0.0,9.79168,0
6.57,0.57286,9.46049,-2.4512,0.08162,-0.02806,-0.04233,0.6319,-0.02096,0.0,9.78966,0
6.58,0.5625,9.45621,-2.48274,0.08963,-0.02704,-0.0375,0.63075,-0.02057,0.0,9.79287,0
6.59,0.55214,9.45194,-2.51427,0.09764,-0.02602,-0.03267,0.62959,-0.02017,0.0,9.7962,0
6.6,0.54179,9.44766,-2.5458,0.10565,-0.02499,-0.02784,0.62843,-0.01977,0.0,9.79964,0
6.61,0.54344,9.43729,-2.57714,0.11265,-0.02335,-0.0235,0.62726,-0.01938,0.0,9.79792,0
6.62,0.54509,9.42691,-2.60847,0.11965,-0.0217,-0.01915,0.62609,-0.01899,0.0,9.79632,0
6.63,0.54674,9.41654,-2.63981,0.12666,-0.02006,-0.01481,0.62492,-0.0186,0.0,9.79483,0
6.64,0.54386,9.40488,-2.67531,0.13371,-0.01903,-0.01027,0.62375,-0.01848,0.0,9.7931,0
6.65,0.53872,9.39259,-2.71289,0.14078,-0.01832,-0.00564,0.62258,-0.01849,0.0,9.79136,0
6.66,0.53359,9.3803,-2.75048,0.14785,-0.01762,-0.00101,0.62141,-0.0185,0.0,9.78978,0
6.67,0.52861,9.37104,-2.78409,0.15418,-0.01657,0.00423,0.62024,-0.01855,0.0,9.79014,0
6.68,0.52394,9.36783,-2.80973,0.15901,-0.01484,0.01068,0.61907,-0.01868,0.0,9.79415,0
6.69,0.51928,9.36462,-2.83538,0.16385,-0.01311,0.01712,0.6179,-0.01882,0.0,9.79823,0
6.7,0.51462,9.36142,-2.86103,0.16868,-0.01138,0.02357,0.61673,-0.01895,0.0,9.80237,0
6.71,0.51012,9.36367,-2.88919,0.17101,-0.0084,0.0301,0.61556,-0.01911,0.0,9.81254,0
6.72,0.50563,9.36592,-2.91736,0.17333,-0.00541,0.03662,0.61438,-0.01927,0.0,9.82279,0
6.73,0.50113,9.36817,-2.94553,0.17566,-0.00243,0.04314,0.61321,-0.01943,0.0,9.8331,0
6.74,0.49968,9.35991,-2.96707,0.17693,0.00036,0.05056,0.61204,-0.01955,0.0,9.83164,0
6.75,0.49974,9.34639,-2.98528,0.17767,0.00305,0.05843,0.61086,-0.01964,0.0,9.82429,0
6.76,0.49981,9.33287,-3.0035,0.17842,0.00575,0.06629,0.60969,-0.01974,0.0,9.81699,0
6.77,0.49898,9.31751,-3.02181,0.17986,0.0076,0.0735,0.60852,-0.0198,0.0,9.80798,0
6.78,0.49638,9.29847,-3.04031,0.18269,0.00778,0.07939,0.60734,-0.01979,0.0,9.79548,0
6.79,0.49378,9.27944,-3.05881,0.18553,0.00796,0.08527,0.60617,-0.01979,0.0,9.78305,0
6.8,0.49117,9.2604,-3.07731,0.18837,0.00814,0.09115,0.60499,-0.01978,0.0,9.77067,0
6.81,0.50126,9.24951,-3.09099,0.1887,0.00887,0.09381,0.60382,-0.01971,0.0,9.76519,0
6.82,0.51135,9.23863,-3.10466,0.18903,0.0096,0.09646,0.60264,-0.01963,0.0,9.75975,0
6.83,0.52144,9.22774,-3.11834,0.18936,0.01032,0.09911,0.60147,-0.01955,0.0,9.75434,0
6.84,0.52064,9.21618,-3.13631,0.18698,0.0114,0.10091,0.60029,-0.01945,0.0,9.74912,0
6.85,0.5144,9.20426,-3.15642,0.18323,0.01266,0.10228,0.59912,-0.01934,0.0,9.74403,0
6.86,0.50816,9.19235,-3.17654,0.17949,0.01392,0.10365,0.59794,-0.01923,0.0,9.73899,0
6.87,0.50374,9.18001,-3.19387,0.17646,0.01447,0.10529,0.59676,-0.01912,0.0,9.73279,0
6.88,0.50295,9.16682,-3.20561,0.17486,0.0136,0.10745,0.59557,-0.01902,0.0,9.72418,0
6.89,0.50216,9.15363,-3.21736,0.17326,0.01273,0.10962,0.59439,-0.01891,0.0,9.71558,0
6.9,0.50137,9.14044,-3.22911,0.17166,0.01186,0.11178,0.59321,-0.01881,0.0,9.70702,0
6.91,0.50603,9.13147,-3.23201,0.16899,0.01299,0.11284,0.59201,-0.01874,0.0,9.69978,0
6.92,0.51069,9.1225,-3.23491,0.16632,0.01413,0.11389,0.59082,-0.01868,0.0,9.69255,0
6.93,0.51535,9.11353,-3.23781,0.16365,0.01527,0.11495,0.58963,-0.01861,0.0,9.68532,0
6.94,0.51656,9.11041,-3.24555,0.15977,0.01711,0.11477,0.58843,-0.01858,0.0,9.68504,0
6.95,0.51604,9.11021,-3.25571,0.15529,0.0193,0.11397,0.58722,-0.01857,0.0,9.68823,0
6.96,0.51553,9.11001,-3.26587,0.15081,0.02149,0.11318,0.58601,-0.01855,0.0,9.69144,0
6.97,0.51378,9.10774,-3.27808,0.14714,0.02395,0.11312,0.5848,-0.01856,0.0,9.69333,0
6.98,0.50956,9.10129,-3.29437,0.14507,0.02693,0.11454,0.58358,-0.01859,0.0,9.69258,0
6.99,0.50533,9.09485,-3.31066,0.143,0.02992,0.11597,0.58236,-0.01863,0.0,9.69186,0
7.0,0.50111,9.08841,-3.32695,0.14093,0.0329,0.11739,0.58114,-0.01867,0.0,9.69117,0
7.01,0.49241,9.08641,-3.32914,0.13717,0.03674,0.11803,0.57989,-0.01876,0.0,9.68961,0
7.02,0.48371,9.08442,-3.33132,0.13341,0.04057,0.11866,0.57865,-0.01884,0.0,9.68805,0
7.03,0.475,9.08242,-3.3335,0.12965,0.04441,0.11929,0.57741,-0.01893,0.0,9.6865,0
7.04,0.47278,9.08058,-3.33998,0.12559,0.04657,0.12,0.57616,-0.01905,0.0,9.6869,0
7.05,0.4738,9.07883,-3.34861,0.12137,0.04789,0.12075,0.57489,-0.01918,0.0,9.68828,0
7.06,0.47482,9.07707,-3.35724,0.11715,0.04921,0.12149,0.57363,-0.01931,0.0,9.68967,0
7.07,0.47397,9.07346,-3.3691,0.11314,0.0498,0.12087,0.57236,-0.01946,0.0,9.69037,0
7.08,0.46939,9.06616,-3.38742,0.10952,0.04891,0.11754,0.57107,-0.01962,0.0,9.6897,0
7.09,0.46481,9.05885,-3.40574,0.10591,0.04802,0.1142,0.56978,-0.01978,0.0,9.68906,0
7.1,0.46023,9.05155,-3.42406,0.1023,0.04713,0.11086,0.5685,-0.01995,0.0,9.68848,0
7.11,0.46393,9.06809,-3.42753,0.09871,0.04776,0.10975,0.56718,-0.0201,0.0,9.70533,0
7.12,0.46763,9.08464,-3.431,0.09513,0.04839,0.10865,0.56587,-0.02026,0.0,9.72219,0
7.13,0.47134,9.10118,-3.43447,0.09154,0.04901,0.10754,0.56455,-0.02041,0.0,9.73905,0
7.14,0.47651,9.10474,-3.43605,0.08723,0.04894,0.10666,0.56322,-0.02065,0.0,9.74319,0
7.15,0.48242,9.10181,-3.43669,0.08257,0.04851,0.10589,0.56187,-0.02092,0.0,9.74097,0
7.16,0.48834,9.09888,-3.43734,0.07791,0.04808,0.10512,0.56053,-0.0212,0.0,9.73876,0
7.17,0.49186,9.09541,-3.4371,0.07268,0.04789,0.10359,0.55917,-0.02147,0.0,9.73561,0
7.18,0.49062,9.09083,-3.43512,0.06634,0.04819,0.10051,0.5578,-0.02175,0.0,9.73057,0
7.19,0.48938,9.08626,-3.43314,0.05999,0.04848,0.09744,0.55642,-0.02202,0.0,9.72554,0
7.2,0.48814,9.08169,-3.43115,0.05364,0.04877,0.09437,0.55504,-0.02229,0.0,9.7205,0
7.21,0.58014,9.4963,-2.65269,0.06344,0.07193,0.11964,0.55121,-0.00049,0.0,9.87689,0
7.22,0.67214,9.91091,-1.87423,0.07324,0.09509,0.1449,0.54738,0.02131,0.0,10.10894,0
7.23,0.76414,10.32552,-1.09577,0.08305,0.11824,0.17017,0.54355,0.04311,0.0,10.41158,0
7.24,0.72903,10.58603,-0.52964,0.09719,0.13399,0.19158,0.53744,0.04356,0.0,10.62431,0
7.25,0.63038,10.76949,-0.06967,0.11352,0.14605,0.21106,0.5302,0.03332,0.0,10.78814,0
7.26,0.53173,10.95294,0.3903,0.12984,0.1581,0.23055,0.52295,0.02309,0.0,10.97279,0
7.27,0.44876,11.11846,0.79461,0.14938,0.16661,0.24712,0.51467,0.01332,0.0,11.15585,0
7.28,0.39715,11.24809,1.08763,0.17534,0.16803,0.25787,0.50432,0.00449,0.0,11.30753,0
7.29,0.34554,11.37772,1.38064,0.20131,0.16945,0.26862,0.49397,-0.00435,0.0,11.46639,0
7.3,0.29393,11.50735,1.67365,0.22727,0.17087,0.27937,0.48362,-0.01319,0.0,11.63214,0
7.31,0.28649,11.58464,1.83913,0.25156,0.17325,0.28526,0.47037,-0.00963,0.0,11.73322,0
7.32,0.27904,11.66193,2.0046,0.27585,0.17563,0.29115,0.45711,-0.00607,0.0,11.83626,0
7.33,0.27159,11.73922,2.17007,0.30014,0.178,0.29704,0.44386,-0.00251,0.0,11.9412,0
7.34,0.24154,11.78052,2.26792,0.32145,0.18732,0.30004,0.42885,0.00355,0.0,11.99927,0
7.35,0.20019,11.80382,2.33197,0.34128,0.20011,0.30159,0.41298,0.01086,0.0,12.03364,0
7.36,0.15885,11.82713,2.39601,0.36111,0.2129,0.30314,0.39711,0.01817,0.0,12.06843,1
7.37,0.09871,11.83271,2.4231,0.37176,0.23997,0.30949,0.38051,0.02797,0.0,12.07867,1
7.38,0.00098,11.80286,2.37628,0.36404,0.29561,0.32542,0.36248,0.04275,0.0,12.0397,1
7.39,-0.09675,11.77302,2.32947,0.35632,0.35125,0.34135,0.34445,0.05754,0.0,12.00165,1
7.4,-0.19448,11.74317,2.28265,0.34859,0.40689,0.35728,0.32642,0.07232,0.0,11.96455,1
7.41,-0.35865,11.11414,1.89314,0.39506,0.55226,0.41157,0.30759,0.0928,0.0,11.27993,1
7.42,-0.52281,10.48511,1.50362,0.44153,0.69762,0.46586,0.28876,0.11329,0.0,10.60527,1
7.43,-0.68697,9.85609,1.1141,0.488,0.84299,0.52014,0.26993,0.13377,0.0,9.94261,1
7.44,-0.85056,8.17604,-0.87687,0.62073,0.87685,0.62101,0.25754,0.06986,0.0,8.2668,1
7.45,-1.01386,5.97048,-3.66857,0.79658,0.85497,0.74518,0.24837,-0.03624,0.0,7.08046,1
7.46,-1.17716,3.76491,-6.46027,0.97244,0.83309,0.86934,0.2392,-0.14235,0.0,7.56937,1
7.47,-1.1617,2.58075,-8.88534,1.12424,0.75304,0.98145,0.23329,-0.22431,0.0,9.32518,1
7.48,-0.7887,3.43938,-10.57713,1.22796,0.55668,1.06943,0.23391,-0.25798,0.0,11.15021,1
7.49,-0.41571,4.29802,-12.26893,1.33167,0.36032,1.15742,0.23452,-0.29166,0.0,13.00663,1
7.5,-0.04271,5.15665,-13.96072,1.43539,0.16397,1.24541,0.23514,-0.32533,0.0,14.8827,1
7.51,0.37612,5.99953,-13.89837,1.48047,-0.03746,1.26549,0.23513,-0.30635,0.0,15.14268,1
7.52,0.79495,6.84241,-13.83602,1.52555,-0.23889,1.28558,0.23513,-0.28737,0.0,15.45594,1
7.53,1.21378,7.6853,-13.77368,1.57063,-0.44032,1.30567,0.23513,-0.26839,0.0,15.81933,1
7.54,1.20299,7.928,-13.66698,1.66201,-0.54449,1.265,0.23566,-0.22302,0.0,15.84571,1
7.55,0.9774,7.87062,-13.53811,1.77653,-0.60005,1.19395,0.23646,-0.16446,0.0,15.6902,1
7.56,0.7518,7.81323,-13.40923,1.89106,-0.6556,1.1229,0.23726,-0.10589,0.0,15.53768,1
7.57,0.50542,7.86658,-13.19091,2.02429,-0.68984,1.05013,0.23803,-0.06508,0.0,15.3668,1
7.58,0.21745,8.14139,-12.79368,2.19494,-0.68146,0.97391,0.23876,-0.05976,0.0,15.16601,1
7.59,-0.07052,8.4162,-12.39645,2.3656,-0.67308,0.89769,0.23948,-0.05444,0.0,14.98364,1
7.6,-0.35849,8.69101,-11.99922,2.53625,-0.66469,0.82147,0.2402,-0.04912,0.0,14.82037,1
7.61,-0.42936,8.72446,-11.72911,2.64449,-0.66174,0.77731,0.24062,-0.08081,0.0,14.62438,1
7.62,-0.50022,8.75791,-11.45899,2.75273,-0.65879,0.73316,0.24104,-0.1125,0.0,14.4312,1
7.63,-0.57109,8.79135,-11.18887,2.86097,-0.65584,0.68901,0.24146,-0.1442,0.0,14.24096,1
7.64,-0.49622,7.98402,-10.2623,2.7873,-0.62782,0.66815,0.24171,-0.12861,0.0,13.01175,1
7.65,-0.34848,6.7563,-9.0075,2.62267,-0.58726,0.65894,0.24189,-0.08938,0.0,11.26517,1
7.66,-0.20074,5.52858,-7.7527,2.45804,-0.5467,0.64973,0.24206,-0.05015,0.0,9.52417,1
7.67,-0.13379,4.77715,-6.99011,2.33465,-0.52566,0.63056,0.24221,-0.02808,0.0,8.46763,1
7.68,-0.22841,4.97832,-7.21193,2.29372,-0.54365,0.59149,0.24231,-0.04034,0.0,8.76628,1
7.69,-0.32304,5.17949,-7.43375,2.2528,-0.56164,0.55243,0.24241,-0.0526,0.0,9.06598,1
7.7,-0.41767,5.38065,-7.65557,2.21188,-0.57963,0.51336,0.2425,-0.06486,0.0,9.36662,1
7.71,-0.54748,5.39828,-7.88122,2.18214,-0.60391,0.47405,0.24238,-0.07374,0.0,9.56843,1
7.72,-0.67729,5.41591,-8.10687,2.1524,-0.62819,0.43474,0.24225,-0.08263,0.0,9.77303,1
7.73,-0.8071,5.43353,-8.33252,2.12265,-0.65248,0.39543,0.24212,-0.09151,0.0,9.98026,1
7.74,-0.86114,5.23189,-8.39726,2.0726,-0.67991,0.35276,0.24185,-0.09481,0.0,9.93118,1
7.75,-0.8773,4.92062,-8.38154,2.01239,-0.70893,0.30842,0.24151,-0.09532,0.0,9.75871,1
7.76,-0.89345,4.60934,-8.36582,1.95218,-0.73794,0.26408,0.24117,-0.09583,0.0,9.5933,1
7.77,-0.91758,4.39095,-8.40505,1.90665,-0.76647,0.21793,0.24083,-0.09642,0.0,9.52719,1
7.78,-0.95765,4.35832,-8.55416,1.89049,-0.79402,0.16814,0.24051,-0.09714,0.0,9.64809,1
7.79,-0.99771,4.32569,-8.70327,1.87433,-0.82157,0.11836,0.24019,-0.09787,0.0,9.77006,1
7.8,-1.03778,4.29306,-8.85238,1.85817,-0.84912,0.06858,0.23987,-0.0986,0.0,9.89303,1
7.81,-1.01879,4.24171,-9.14221,1.86122,-0.87359,0.0425,0.23932,-0.11514,0.0,10.12966,1
7.82,-0.99979,4.19037,-9.43204,1.86427,-0.89806,0.01642,0.23878,-0.13169,0.0,10.36929,1
7.83,-0.9808,4.13903,-9.72186,1.86732,-0.92253,-0.00965,0.23823,-0.14824,0.0,10.6117,1
7.84,-1.03259,3.90001,-9.62087,1.83056,-0.93055,-0.04612,0.23755,-0.14637,0.0,10.43252,1
7.85,-1.11976,3.56716,-9.32446,1.77389,-0.93033,-0.08779,0.23679,-0.13529,0.0,10.0461,1
7.86,-1.20693,3.23432,-9.02805,1.71722,-0.93012,-0.12945,0.23603,-0.12422,0.0,9.66557,1
7.87,-1.29065,2.92498,-8.74562,1.66529,-0.92589,-0.17268,0.23534,-0.11102,0.0,9.31167,1
7.88,-1.36749,2.66265,-8.49115,1.62282,-0.91364,-0.21903,0.23479,-0.0936,0.0,9.00329,1
7.89,-1.44433,2.40031,-8.23667,1.58036,-0.90139,-0.26538,0.23424,-0.07617,0.0,8.70002,1
7.9,-1.52117,2.13798,-7.98219,1.5379,-0.88914,-0.31174,0.23369,-0.05875,0.0,8.4024,1
7.91,-1.43539,1.94604,-8.08179,1.51499,-0.87167,-0.31069,0.2331,-0.05798,0.0,8.4358,1
7.92,-1.34962,1.7541,-8.18138,1.49208,-0.8542,-0.30965,0.23252,-0.05722,0.0,8.47545,1
7.93,-1.26385,1.56216,-8.28097,1.46918,-0.83672,-0.3086,0.23193,-0.05645,0.0,8.52128,1
7.94,-1.19906,1.33002,-8.42642,1.4447,-0.81794,-0.2942,0.23177,-0.05638,0.0,8.6146,1
7.95,-1.14475,1.07778,-8.59479,1.41944,-0.7985,-0.27313,0.23182,-0.05665,0.0,8.73742,1
7.96,-1.09044,0.82554,-8.76316,1.39418,-0.77906,-0.25205,0.23188,-0.05693,0.0,8.86925,1
7.97,-1.07365,0.63802,-8.84448,1.36742,-0.75912,-0.22972,0.23192,-0.05758,0.0,8.93222,1
