# scenario_id: 20
# description: Forward fall when trying to sit down
# age: 32
# height_m: 1.75
# sex: male
# weight_kg: 80.0
t,ax,ay,az,gx,gy,gz,pelvis_z,pelvis_vx,impact_n,accel_mag,fall
2.38,-0.94322,9.58191,-1.85039,0.01112,0.00156,-0.00337,0.92885,-0.00105,0.0,9.80442,0
2.39,-0.95291,9.57837,-1.85204,0.01113,-0.00089,-0.00297,0.92885,-0.00104,0.0,9.80221,0
2.4,-0.96259,9.57483,-1.8537,0.01114,-0.00334,-0.00257,0.92885,-0.00103,0.0,9.80001,0
2.41,-0.96737,9.57633,-1.8554,0.01019,-0.0035,-0.00331,0.92885,-0.00103,0.0,9.80226,0
2.42,-0.97216,9.57782,-1.8571,0.00923,-0.00365,-0.00405,0.92884,-0.00102,0.0,9.80451,0
2.43,-0.97694,9.57931,-1.8588,0.00827,-0.0038,-0.00479,0.92884,-0.00102,0.0,9.80677,0
2.44,-0.97613,9.58169,-1.86536,0.00851,-0.00394,-0.00523,0.92884,-0.00102,0.0,9.81026,0
2.45,-0.97252,9.58451,-1.87435,0.00934,-0.00408,-0.00551,0.92884,-0.00101,0.0,9.81437,0
2.46,-0.96892,9.58733,-1.88334,0.01017,-0.00422,-0.00579,0.92884,-0.00101,0.0,9.81848,0
2.47,-0.9657,9.58614,-1.89066,0.01031,-0.00345,-0.00575,0.92884,-0.001,0.0,9.81841,0
2.48,-0.96325,9.57694,-1.89464,0.00909,-0.00087,-0.00509,0.92884,-0.00098,0.0,9.80996,0
2.49,-0.9608,9.56773,-1.89863,0.00787,0.00171,-0.00443,0.92883,-0.00096,0.0,9.8015,0
2.5,-0.95835,9.55853,-1.90261,0.00664,0.00428,-0.00376,0.92883,-0.00094,0.0,9.79305,0
2.51,-0.95958,9.5588,-1.90339,0.00677,0.0048,-0.00247,0.92883,-0.00095,0.0,9.79358,0
2.52,-0.9608,9.55906,-1.90416,0.00691,0.00531,-0.00119,0.92883,-0.00095,0.0,9.79411,0
2.53,-0.96202,9.55933,-1.90494,0.00704,0.00582,0.0001,0.92883,-0.00095,0.0,9.79464,0
2.54,-0.96244,9.55658,-1.90594,0.00565,0.00471,0.00161,0.92883,-0.00094,0.0,9.7922,0
2.55,-0.96246,9.55233,-1.90705,0.00349,0.00279,0.00324,0.92883,-0.00093,0.0,9.78827,0
2.56,-0.96249,9.54808,-1.90817,0.00134,0.00086,0.00487,0.92882,-0.00091,0.0,9.78434,0
2.57,-0.95821,9.54482,-1.90765,0.0003,0.00075,0.00628,0.92882,-0.00091,0.0,9.78064,0
2.58,-0.94535,9.54354,-1.90388,0.00149,0.00426,0.00725,0.92882,-0.00091,0.0,9.77741,0
2.59,-0.93249,9.54226,-1.90011,0.00268,0.00777,0.00822,0.92882,-0.00091,0.0,9.77418,0
2.6,-0.91962,9.54098,-1.89633,0.00388,0.01128,0.00919,0.92882,-0.00091,0.0,9.77098,0
2.61,-0.9201,9.53605,-1.90561,0.00466,0.00979,0.00718,0.92882,-0.0009,0.0,9.76802,0
2.62,-0.92058,9.53112,-1.9149,0.00544,0.00829,0.00516,0.92881,-0.00089,0.0,9.76507,0
2.63,-0.92107,9.52619,-1.92418,0.00622,0.0068,0.00315,0.92881,-0.00088,0.0,9.76213,0
2.64,-0.92322,9.52162,-1.91951,0.00736,0.0061,0.00355,0.92881,-0.00088,0.0,9.75695,0
2.65,-0.92621,9.51723,-1.90786,0.0087,0.00578,0.00515,0.92881,-0.00088,0.0,9.75066,0
2.66,-0.92921,9.51284,-1.89621,0.01003,0.00547,0.00676,0.92881,-0.00088,0.0,9.74439,0
2.67,-0.93058,9.50926,-1.88566,0.01113,0.00481,0.00763,0.92881,-0.00088,0.0,9.73898,0
2.68,-0.92872,9.50732,-1.87732,0.01176,0.00344,0.00704,0.92881,-0.00087,0.0,9.73529,0
2.69,-0.92686,9.50537,-1.86897,0.0124,0.00207,0.00644,0.9288,-0.00086,0.0,9.73161,0
2.7,-0.925,9.50343,-1.86063,0.01303,0.00071,0.00585,0.9288,-0.00085,0.0,9.72794,0
2.71,-0.9287,9.49904,-1.85798,0.015,-0.00071,0.00622,0.9288,-0.00085,0.0,9.7235,0
2.72,-0.9324,9.49465,-1.85533,0.01697,-0.00212,0.00658,0.9288,-0.00085,0.0,9.71906,0
2.73,-0.93611,9.49027,-1.85269,0.01894,-0.00354,0.00695,0.9288,-0.00086,0.0,9.71462,0
2.74,-0.93838,9.49011,-1.85599,0.01859,-0.00372,0.00625,0.9288,-0.00085,0.0,9.71532,0
2.75,-0.93994,9.49208,-1.86227,0.01709,-0.00328,0.00502,0.9288,-0.00084,0.0,9.7186,0
2.76,-0.9415,9.49405,-1.86855,0.01558,-0.00284,0.00379,0.92879,-0.00084,0.0,9.72187,0
2.77,-0.94109,9.49674,-1.87362,0.01418,-0.00266,0.00322,0.92879,-0.00083,0.0,9.72544,0
2.78,-0.93673,9.50087,-1.87628,0.01298,-0.003,0.00399,0.92879,-0.00082,0.0,9.72957,0
2.79,-0.93237,9.50501,-1.87894,0.01179,-0.00334,0.00477,0.92879,-0.00082,0.0,9.7337,0
2.8,-0.92801,9.50915,-1.8816,0.01059,-0.00367,0.00554,0.92879,-0.00081,0.0,9.73784,0
2.81,-0.92302,9.50704,-1.88191,0.01149,-0.00508,0.0059,0.92879,-0.00082,0.0,9.73537,0
2.82,-0.91803,9.50493,-1.88222,0.01238,-0.00648,0.00626,0.92879,-0.00082,0.0,9.7329,0
2.83,-0.91304,9.50283,-1.88252,0.01328,-0.00788,0.00662,0.92878,-0.00082,0.0,9.73043,0
2.84,-0.91319,9.50708,-1.88605,0.01219,-0.00903,0.00656,0.92878,-0.00083,0.0,9.73528,0
2.85,-0.91592,9.51452,-1.89118,0.01011,-0.01005,0.0063,0.92878,-0.00083,0.0,9.74379,0
2.86,-0.91865,9.52195,-1.89631,0.00803,-0.01108,0.00603,0.92878,-0.00083,0.0,9.75231,0
2.87,-0.91938,9.52602,-1.89815,0.00616,-0.01146,0.00533,0.92878,-0.00083,0.0,9.7567,0
2.88,-0.91613,9.52334,-1.89343,0.00471,-0.01058,0.00376,0.92878,-0.00082,0.0,9.75287,0
2.89,-0.91289,9.52066,-1.88871,0.00327,-0.00969,0.00218,0.92878,-0.0008,0.0,9.74903,0
2.9,-0.90964,9.51799,-1.88398,0.00183,-0.0088,0.00061,0.92877,-0.00079,0.0,9.7452,0
2.91,-0.91205,9.52158,-1.88921,0.00211,-0.00694,9e-05,0.92877,-0.00079,0.0,9.74994,0
2.92,-0.91445,9.52517,-1.89444,0.0024,-0.00509,-0.00042,0.92877,-0.00079,0.0,9.75469,0
2.93,-0.91686,9.52876,-1.89966,0.00269,-0.00323,-0.00094,0.92877,-0.00079,0.0,9.75944,0
2.94,-0.91316,9.52736,-1.89845,0.00424,-0.00418,-0.00153,0.92877,-0.00079,0.0,9.75749,0
2.95,-0.90641,9.52345,-1.89402,0.00643,-0.00654,-0.00217,0.92877,-0.00078,0.0,9.75218,0
2.96,-0.89966,9.51955,-1.88959,0.00862,-0.0089,-0.0028,0.92877,-0.00078,0.0,9.74689,0
2.97,-0.89382,9.51778,-1.88586,0.0099,-0.01015,-0.00315,0.92876,-0.00077,0.0,9.7439,0
2.98,-0.88981,9.52029,-1.88353,0.00936,-0.00917,-0.00294,0.92876,-0.00078,0.0,9.74553,0
2.99,-0.8858,9.52279,-1.8812,0.00881,-0.00819,-0.00273,0.92876,-0.00078,0.0,9.74716,0
3.0,-0.88179,9.52529,-1.87887,0.00827,-0.00721,-0.00252,0.92876,-0.00079,0.0,9.74879,0
3.01,-0.87514,9.52996,-1.87716,0.00807,-0.00709,-0.00266,0.92876,-0.00079,0.0,9.75242,0
3.02,-0.86849,9.53463,-1.87545,0.00787,-0.00697,-0.00279,0.92876,-0.00079,0.0,9.75606,0
3.03,-0.86184,9.5393,-1.87375,0.00766,-0.00685,-0.00293,0.92876,-0.00079,0.0,9.75971,0
3.04,-0.85922,9.54076,-1.87215,0.00927,-0.0058,-0.00298,0.92876,-0.00078,0.0,9.7606,0
3.05,-0.85862,9.5406,-1.8706,0.01179,-0.00428,-0.00298,0.92875,-0.00077,0.0,9.7601,0
3.06,-0.85802,9.54045,-1.86906,0.01431,-0.00276,-0.00299,0.92875,-0.00075,0.0,9.7596,0
3.07,-0.85577,9.54038,-1.8722,0.01552,-0.00234,-0.003,0.92875,-0.00075,0.0,9.75994,0
3.08,-0.85022,9.54048,-1.88472,0.01411,-0.00411,-0.00302,0.92875,-0.00076,0.0,9.76196,0
3.09,-0.84467,9.54057,-1.89724,0.01271,-0.00588,-0.00305,0.92875,-0.00076,0.0,9.76399,0
3.1,-0.83911,9.54067,-1.90976,0.0113,-0.00765,-0.00307,0.92875,-0.00077,0.0,9.76604,0
3.11,-0.84153,9.55288,-1.90547,0.01109,-0.00608,-0.0051,0.92875,-0.00077,0.0,9.77734,0
3.12,-0.84395,9.56509,-1.90118,0.01087,-0.00451,-0.00713,0.92874,-0.00077,0.0,9.78865,0
3.13,-0.84636,9.5773,-1.89689,0.01066,-0.00294,-0.00916,0.92874,-0.00077,0.0,9.79996,0
3.14,-0.84742,9.58418,-1.90012,0.01146,-0.00198,-0.00957,0.92874,-0.00077,0.0,9.8074,0
3.15,-0.8478,9.5884,-1.90709,0.01276,-0.00132,-0.00918,0.92874,-0.00077,0.0,9.8129,0
3.16,-0.84817,9.59261,-1.91407,0.01407,-0.00066,-0.00878,0.92874,-0.00077,0.0,9.81841,0
3.17,-0.84775,9.59944,-1.91713,0.01494,-0.00035,-0.00858,0.92874,-0.00076,0.0,9.82565,0
3.18,-0.84574,9.61149,-1.91236,0.01495,-0.00075,-0.00877,0.92874,-0.00075,0.0,9.83632,0
3.19,-0.84373,9.62355,-1.90758,0.01496,-0.00115,-0.00895,0.92873,-0.00074,0.0,9.847,0
3.2,-0.84172,9.6356,-1.90281,0.01498,-0.00155,-0.00914,0.92873,-0.00073,0.0,9.85769,0
3.21,-0.83863,9.62689,-1.90003,0.01421,-0.00081,-0.00799,0.92873,-0.00074,0.0,9.84837,0
3.22,-0.83554,9.61817,-1.89726,0.01345,-8e-05,-0.00685,0.92873,-0.00074,0.0,9.83905,0
3.23,-0.83245,9.60946,-1.89448,0.01268,0.00065,-0.0057,0.92873,-0.00075,0.0,9.82974,0
3.24,-0.82893,9.60355,-1.89337,0.01168,0.0006,-0.00471,0.92873,-0.00075,0.0,9.82345,0
3.25,-0.82519,9.59905,-1.89308,0.01057,0.00017,-0.00379,0.92873,-0.00076,0.0,9.81868,0
3.26,-0.82144,9.59455,-1.8928,0.00945,-0.00026,-0.00287,0.92873,-0.00076,0.0,9.81391,0
3.27,-0.81847,9.58967,-1.8903,0.00926,-0.00035,-0.00149,0.92872,-0.00076,0.0,9.80841,0
3.28,-0.81702,9.58403,-1.88339,0.01093,0.00025,0.00082,0.92872,-0.00076,0.0,9.80144,0
3.29,-0.81558,9.57838,-1.87648,0.0126,0.00085,0.00314,0.92872,-0.00075,0.0,9.79447,0
3.3,-0.81413,9.57274,-1.86956,0.01426,0.00145,0.00545,0.92872,-0.00075,0.0,9.78751,0
3.31,-0.82165,9.56676,-1.87938,0.01568,0.00217,0.00511,0.92872,-0.00075,0.0,9.78418,0
3.32,-0.82917,9.56079,-1.88919,0.01709,0.00288,0.00477,0.92872,-0.00075,0.0,9.78086,0
3.33,-0.83669,9.55481,-1.89901,0.01851,0.0036,0.00443,0.92872,-0.00075,0.0,9.77756,0
3.34,-0.83882,9.55035,-1.89096,0.01871,0.00381,0.00471,0.92872,-0.00075,0.0,9.77183,0
3.35,-0.83825,9.54665,-1.87397,0.01831,0.00377,0.00529,0.92871,-0.00075,0.0,9.76489,0
3.36,-0.83768,9.54295,-1.85698,0.01791,0.00372,0.00588,0.92871,-0.00075,0.0,9.75797,0
3.37,-0.8367,9.54219,-1.8475,0.01766,0.00432,0.00664,0.92871,-0.00075,0.0,9.75535,0
3.38,-0.83492,9.54731,-1.85306,0.01772,0.0062,0.00775,0.92871,-0.00075,0.0,9.76126,0
3.39,-0.83313,9.55243,-1.85862,0.01779,0.00808,0.00886,0.92871,-0.00075,0.0,9.76717,0
3.4,-0.83135,9.55755,-1.86418,0.01785,0.00996,0.00997,0.92871,-0.00075,0.0,9.77308,0
3.41,-0.82338,9.55736,-1.8694,0.01725,0.00941,0.01053,0.92871,-0.00075,0.0,9.77321,0
3.42,-0.81542,9.55717,-1.87461,0.01665,0.00886,0.0111,0.92871,-0.00075,0.0,9.77336,0
3.43,-0.80745,9.55697,-1.87983,0.01606,0.00831,0.01167,0.9287,-0.00075,0.0,9.77351,0
3.44,-0.81338,9.56476,-1.88069,0.01533,0.00706,0.01016,0.9287,-0.00075,0.0,9.78178,0
3.45,-0.82624,9.57655,-1.87936,0.01454,0.00545,0.00761,0.9287,-0.00074,0.0,9.79413,0
3.46,-0.83911,9.58833,-1.87804,0.01375,0.00385,0.00507,0.9287,-0.00073,0.0,9.80649,0
3.47,-0.84599,9.59641,-1.87906,0.01271,0.00261,0.00392,0.9287,-0.00072,0.0,9.81518,0
3.48,-0.84089,9.5971,-1.88475,0.01119,0.00211,0.00559,0.9287,-0.00073,0.0,9.81651,0
3.49,-0.8358,9.5978,-1.89045,0.00966,0.00162,0.00726,0.9287,-0.00073,0.0,9.81784,0
3.5,-0.8307,9.59849,-1.89614,0.00813,0.00113,0.00892,0.92869,-0.00074,0.0,9.81918,0
3.51,-0.83266,9.59001,-1.89471,0.00809,-0.00177,0.00834,0.92869,-0.00075,0.0,9.81079,0
3.52,-0.83463,9.58154,-1.89329,0.00806,-0.00466,0.00776,0.92869,-0.00076,0.0,9.8024,0
3.53,-0.8366,9.57307,-1.89186,0.00802,-0.00756,0.00717,0.92869,-0.00077,0.0,9.79401,0
3.54,-0.83814,9.57451,-1.8823,0.00898,-0.00824,0.00591,0.92869,-0.00077,0.0,9.79371,0
3.55,-0.83947,9.58089,-1.86868,0.01044,-0.00782,0.00431,0.92869,-0.00076,0.0,9.79746,0
3.56,-0.84081,9.58728,-1.85506,0.01191,-0.00739,0.00271,0.92869,-0.00075,0.0,9.80123,0
3.57,-0.83659,9.59198,-1.846,0.01284,-0.00683,0.00158,0.92869,-0.00075,0.0,9.80376,0
3.58,-0.82125,9.59333,-1.84607,0.0127,-0.006,0.00139,0.92869,-0.00074,0.0,9.8038,0
3.59,-0.80592,9.59468,-1.84614,0.01257,-0.00517,0.0012,0.92868,-0.00074,0.0,9.80386,0
3.6,-0.79059,9.59603,-1.84621,0.01243,-0.00434,0.00101,0.92868,-0.00073,0.0,9.80395,0
3.61,-0.79689,9.5937,-1.84641,0.01177,-0.0047,0.00114,0.92868,-0.00074,0.0,9.80221,0
3.62,-0.80319,9.59138,-1.8466,0.01111,-0.00505,0.00127,0.92868,-0.00074,0.0,9.80049,0
3.63,-0.80949,9.58905,-1.8468,0.01044,-0.0054,0.0014,0.92868,-0.00074,0.0,9.79877,0
3.64,-0.81346,9.59505,-1.85692,0.01107,-0.00429,-7e-05,0.92868,-0.00074,0.0,9.80688,0
3.65,-0.81625,9.60522,-1.872,0.01233,-0.00244,-0.00232,0.92868,-0.00074,0.0,9.81993,0
3.66,-0.81905,9.61539,-1.88707,0.01359,-0.0006,-0.00458,0.92868,-0.00074,0.0,9.83299,0
3.67,-0.82173,9.62118,-1.89853,0.01408,0.00025,-0.00529,0.92867,-0.00074,0.0,9.84108,0
3.68,-0.82418,9.61822,-1.90272,0.01302,-0.0009,-0.00287,0.92867,-0.00074,0.0,9.8392,0
3.69,-0.82663,9.61526,-1.90691,0.01196,-0.00205,-0.00046,0.92867,-0.00074,0.0,9.83732,0
3.7,-0.82909,9.6123,-1.91111,0.01091,-0.0032,0.00195,0.92867,-0.00074,0.0,9.83545,0
3.71,-0.82347,9.61963,-1.90182,0.00972,-0.00348,0.00242,0.92867,-0.00073,0.0,9.84034,0
3.72,-0.81786,9.62696,-1.89252,0.00853,-0.00376,0.00289,0.92867,-0.00073,0.0,9.84525,0
3.73,-0.81224,9.63429,-1.88323,0.00734,-0.00405,0.00336,0.92867,-0.00073,0.0,9.85017,0
3.74,-0.81553,9.63835,-1.87938,0.0069,-0.00337,0.00373,0.92867,-0.00073,0.0,9.85368,0
3.75,-0.82325,9.64077,-1.87826,0.00682,-0.00221,0.00404,0.92866,-0.00074,0.0,9.85648,0
3.76,-0.83098,9.6432,-1.87713,0.00675,-0.00105,0.00436,0.92866,-0.00075,0.0,9.85928,0
3.77,-0.83646,9.64632,-1.87755,0.00703,-2e-05,0.00437,0.92866,-0.00076,0.0,9.86288,0
3.78,-0.83744,9.65085,-1.88107,0.00804,0.00073,0.00378,0.92866,-0.00075,0.0,9.86806,0
3.79,-0.83842,9.65538,-1.88459,0.00904,0.00149,0.0032,0.92866,-0.00074,0.0,9.87325,0
3.8,-0.83939,9.65991,-1.88811,0.01004,0.00224,0.00261,0.92866,-0.00074,0.0,9.87843,0
3.81,-0.83608,9.64959,-1.87903,0.00993,0.00159,0.00362,0.92866,-0.00073,0.0,9.86633,0
3.82,-0.83276,9.63928,-1.86996,0.00981,0.00094,0.00463,0.92866,-0.00072,0.0,9.85423,0
3.83,-0.82944,9.62896,-1.86088,0.0097,0.00029,0.00563,0.92866,-0.00072,0.0,9.84214,0
3.84,-0.83036,9.61974,-1.863,0.01019,-0.00079,0.007,0.92865,-0.00072,0.0,9.8336,0
3.85,-0.83341,9.61106,-1.87071,0.01097,-0.00209,0.00854,0.92865,-0.00073,0.0,9.82683,0
3.86,-0.83645,9.60238,-1.87843,0.01175,-0.00339,0.01008,0.92865,-0.00074,0.0,9.82007,0
3.87,-0.84192,9.60039,-1.88201,0.01222,-0.00431,0.011,0.92865,-0.00075,0.0,9.81928,0
3.88,-0.85222,9.61176,-1.87732,0.01204,-0.0045,0.01069,0.92865,-0.00074,0.0,9.83039,0
3.89,-0.86252,9.62314,-1.87263,0.01187,-0.00469,0.01039,0.92865,-0.00074,0.0,9.84152,0
3.9,-0.87282,9.63452,-1.86794,0.0117,-0.00488,0.01008,0.92865,-0.00074,0.0,9.85267,0
3.91,-0.86883,9.63985,-1.86466,0.01183,-0.00487,0.00935,0.92865,-0.00073,0.0,9.85691,0
3.92,-0.86484,9.64519,-1.86139,0.01195,-0.00487,0.00862,0.92864,-0.00072,0.0,9.86115,0
3.93,-0.86085,9.65052,-1.85811,0.01208,-0.00487,0.00788,0.92864,-0.00071,0.0,9.8654,0
3.94,-0.85589,9.64422,-1.8613,0.01262,-0.00445,0.00719,0.92864,-0.00072,0.0,9.8594,0
3.95,-0.85045,9.6321,-1.86771,0.01338,-0.00382,0.00651,0.92864,-0.00073,0.0,9.84829,0
3.96,-0.845,9.61998,-1.87412,0.01413,-0.0032,0.00583,0.92864,-0.00074,0.0,9.83719,0
3.97,-0.84062,9.61281,-1.87827,0.01427,-0.00263,0.00491,0.92864,-0.00075,0.0,9.8306,0
3.98,-0.83836,9.61553,-1.87789,0.01319,-0.00218,0.00352,0.92864,-0.00074,0.0,9.83299,0
3.99,-0.8361,9.61825,-1.8775,0.0121,-0.00173,0.00213,0.92864,-0.00073,0.0,9.83539,0
4.0,-0.83384,9.62097,-1.87712,0.01102,-0.00128,0.00075,0.92864,-0.00071,0.0,9.83779,0
4.01,-0.82944,9.61127,-1.8683,0.01156,-0.00082,0.00181,0.92863,-0.00072,0.0,9.82624,0
4.02,-0.82504,9.60156,-1.85948,0.01209,-0.00036,0.00288,0.92863,-0.00073,0.0,9.8147,0
4.03,-0.82064,9.59185,-1.85066,0.01263,9e-05,0.00394,0.92863,-0.00074,0.0,9.80316,0
4.04,-0.81212,9.59416,-1.85414,0.01182,-0.00017,0.00415,0.92863,-0.00075,0.0,9.80537,0
4.05,-0.80154,9.60247,-1.86378,0.01034,-0.00078,0.00392,0.92863,-0.00075,0.0,9.81445,0
4.06,-0.79096,9.61078,-1.87342,0.00885,-0.0014,0.0037,0.92863,-0.00075,0.0,9.82356,0
4.07,-0.78344,9.61511,-1.87829,0.00767,-0.00196,0.00297,0.92863,-0.00074,0.0,9.82813,0
4.08,-0.78206,9.61148,-1.87365,0.00709,-0.0024,0.00123,0.92863,-0.00074,0.0,9.82358,0
4.09,-0.78067,9.60786,-1.86901,0.00651,-0.00285,-0.00051,0.92863,-0.00073,0.0,9.81904,0
4.1,-0.77928,9.60423,-1.86437,0.00594,-0.00329,-0.00225,0.92862,-0.00073,0.0,9.8145,0
4.11,-0.78629,9.59789,-1.86778,0.00746,-0.004,0.0008,0.92862,-0.00073,0.0,9.8095,0
4.12,-0.79331,9.59154,-1.87119,0.00898,-0.00471,0.00385,0.92862,-0.00074,0.0,9.80451,0
4.13,-0.80032,9.5852,-1.8746,0.01051,-0.00542,0.0069,0.92862,-0.00074,0.0,9.79952,0
4.14,-0.80084,9.5858,-1.87679,0.01153,-0.00574,0.00765,0.92862,-0.00074,0.0,9.80057,0
4.15,-0.79811,9.58987,-1.87837,0.0123,-0.00587,0.00724,0.92862,-0.00074,0.0,9.80464,0
4.16,-0.79538,9.59395,-1.87995,0.01307,-0.006,0.00684,0.92862,-0.00073,0.0,9.80871,0
4.17,-0.78881,9.59715,-1.87766,0.01327,-0.00593,0.00706,0.92862,-0.00073,0.0,9.81087,0
4.18,-0.77458,9.59861,-1.86761,0.01235,-0.00545,0.00854,0.92862,-0.00074,0.0,9.80925,0
4.19,-0.76035,9.60008,-1.85756,0.01143,-0.00497,0.01003,0.92861,-0.00074,0.0,9.80766,0
4.2,-0.74612,9.60154,-1.84751,0.01051,-0.00449,0.01151,0.92861,-0.00075,0.0,9.8061,0
4.21,-0.75365,9.61365,-1.84234,0.00996,-0.00342,0.01177,0.92861,-0.00075,0.0,9.81756,0
4.22,-0.76117,9.62576,-1.83716,0.00941,-0.00234,0.01204,0.92861,-0.00075,0.0,9.82902,0
4.23,-0.7687,9.63786,-1.83199,0.00887,-0.00126,0.0123,0.92861,-0.00075,0.0,9.8405,0
4.24,-0.77028,9.63507,-1.83299,0.00863,-0.00086,0.01226,0.92861,-0.00074,0.0,9.83808,0
4.25,-0.7689,9.62482,-1.83709,0.00854,-0.0008,0.01206,0.92861,-0.00074,0.0,9.8287,0
4.26,-0.76751,9.61458,-1.84119,0.00845,-0.00073,0.01186,0.92861,-0.00073,0.0,9.81932,0
4.27,-0.76702,9.60559,-1.84293,0.00868,-0.00044,0.01184,0.92861,-0.00073,0.0,9.81081,0
4.28,-0.76831,9.59913,-1.83997,0.00955,0.00029,0.0122,0.92861,-0.00074,0.0,9.80403,0
4.29,-0.76961,9.59266,-1.83702,0.01041,0.00102,0.01256,0.9286,-0.00074,0.0,9.79725,0
4.3,-0.7709,9.5862,-1.83406,0.01128,0.00175,0.01291,0.9286,-0.00075,0.0,9.79047,0
4.31,-0.7681,9.5916,-1.83438,0.00949,0.00216,0.01224,0.9286,-0.00075,0.0,9.7956,0
4.32,-0.7653,9.597,-1.8347,0.0077,0.00256,0.01157,0.9286,-0.00075,0.0,9.80073,0
4.33,-0.76251,9.60241,-1.83502,0.00591,0.00297,0.01089,0.9286,-0.00075,0.0,9.80586,0
4.34,-0.76229,9.60026,-1.83919,0.00636,0.00297,0.01067,0.9286,-0.00075,0.0,9.80452,0
4.35,-0.76337,9.59434,-1.84529,0.00793,0.00277,0.01066,0.9286,-0.00075,0.0,9.79996,0
4.36,-0.76445,9.58842,-1.85139,0.0095,0.00257,0.01066,0.9286,-0.00074,0.0,9.7954,0
4.37,-0.76597,9.58549,-1.85301,0.01037,0.00243,0.01024,0.9286,-0.00074,0.0,9.79295,0
4.38,-0.76839,9.58853,-1.84568,0.00985,0.00241,0.00898,0.9286,-0.00073,0.0,9.79474,0
4.39,-0.7708,9.59157,-1.83835,0.00934,0.00239,0.00773,0.92859,-0.00072,0.0,9.79653,0
4.4,-0.77321,9.59462,-1.83101,0.00882,0.00237,0.00647,0.92859,-0.00072,0.0,9.79832,0
4.41,-0.77746,9.59491,-1.83003,0.00848,0.00363,0.00506,0.92859,-0.00072,0.0,9.79876,0
4.42,-0.7817,9.5952,-1.82905,0.00814,0.00489,0.00365,0.92859,-0.00073,0.0,9.7992,0
4.43,-0.78595,9.59549,-1.82807,0.0078,0.00615,0.00224,0.92859,-0.00074,0.0,9.79964,0
4.44,-0.78859,9.59519,-1.82254,0.00801,0.00704,0.00064,0.92859,-0.00074,0.0,9.79853,0
4.45,-0.79042,9.59459,-1.81475,0.00848,0.00775,-0.00107,0.92859,-0.00074,0.0,9.79664,0
4.46,-0.79226,9.59399,-1.80695,0.00895,0.00846,-0.00278,0.92859,-0.00074,0.0,9.79476,0
4.47,-0.79307,9.59598,-1.80242,0.0097,0.00856,-0.00331,0.92859,-0.00074,0.0,9.79594,0
4.48,-0.79186,9.60313,-1.80442,0.01099,0.00743,-0.00149,0.92858,-0.00074,0.0,9.80322,0
4.49,-0.79064,9.61029,-1.80642,0.01229,0.00629,0.00033,0.92858,-0.00074,0.0,9.8105,0
4.5,-0.78943,9.61744,-1.80842,0.01358,0.00516,0.00215,0.92858,-0.00073,0.0,9.81778,0
4.51,-0.77681,9.61562,-1.81304,0.01498,0.00657,0.00144,0.92858,-0.00073,0.0,9.81584,0
4.52,-0.7642,9.61379,-1.81766,0.01637,0.00797,0.00073,0.92858,-0.00073,0.0,9.81391,0
4.53,-0.75159,9.61197,-1.82228,0.01777,0.00937,2e-05,0.92858,-0.00073,0.0,9.81201,0
4.54,-0.75146,9.6107,-1.82964,0.01724,0.00869,-0.00076,0.92858,-0.00073,0.0,9.81213,0
4.55,-0.75757,9.60972,-1.83837,0.01574,0.00697,-0.00157,0.92858,-0.00073,0.0,9.81327,0
4.56,-0.76369,9.60874,-1.8471,0.01423,0.00524,-0.00238,0.92858,-0.00073,0.0,9.81442,0
4.57,-0.76858,9.6088,-1.8496,0.01282,0.00437,-0.00293,0.92858,-0.00073,0.0,9.81533,0
4.58,-0.77104,9.61095,-1.83965,0.0116,0.00521,-0.00295,0.92857,-0.00073,0.0,9.81576,0
4.59,-0.77349,9.6131,-1.82969,0.01037,0.00605,-0.00297,0.92857,-0.00073,0.0,9.8162,0
4.6,-0.77595,9.61526,-1.81974,0.00914,0.00688,-0.00299,0.92857,-0.00073,0.0,9.81665,0
4.61,-0.77793,9.61935,-1.82766,0.0097,0.00664,-0.00224,0.92857,-0.00073,0.0,9.82229,0
4.62,-0.77992,9.62344,-1.83558,0.01026,0.00639,-0.0015,0.92857,-0.00073,0.0,9.82793,0
4.63,-0.78191,9.62753,-1.8435,0.01081,0.00614,-0.00075,0.92857,-0.00073,0.0,9.83358,0
4.64,-0.7823,9.63774,-1.84833,0.01063,0.00536,-0.00088,0.92857,-0.00073,0.0,9.84451,0
4.65,-0.78191,9.65101,-1.85163,0.01006,0.00432,-0.00145,0.92857,-0.00073,0.0,9.85809,0
4.66,-0.78151,9.66429,-1.85492,0.0095,0.00327,-0.00201,0.92857,-0.00073,0.0,9.87167,0
4.67,-0.78295,9.67404,-1.85403,0.00897,0.00224,-0.00217,0.92857,-0.00073,0.0,9.88116,0
4.68,-0.78803,9.67674,-1.84478,0.0085,0.00122,-0.00149,0.92856,-0.00073,0.0,9.88248,0
4.69,-0.79312,9.67944,-1.83553,0.00803,0.0002,-0.00081,0.92856,-0.00073,0.0,9.88381,0
4.7,-0.79821,9.68214,-1.82627,0.00756,-0.00082,-0.00013,0.92856,-0.00073,0.0,9.88515,0
4.71,-0.80167,9.68089,-1.8263,0.00618,0.00096,0.00182,0.92856,-0.00073,0.0,9.88421,0
4.72,-0.80512,9.67964,-1.82632,0.00481,0.00275,0.00376,0.92856,-0.00072,0.0,9.88327,0
4.73,-0.80858,9.67839,-1.82635,0.00343,0.00453,0.00571,0.92856,-0.00072,0.0,9.88233,0
